Mass,EM0011_sample,EM0013_sample,EM0015_sample,EM0017_sample,EM0019_sample,EM0061_sample,EM0063_sample,EM0065_sample,EM0067_sample,EM0069_sample,EW0111_sample,EW0113_sample,EW0115_sample,EW0117_sample,EW0119_sample,EW0161_sample,EW0163_sample,EW0165_sample,EW0167_sample,EW0169_sample,C,H,O,N,C13,S,P,Na,Error,El_comp,Class,NeutralMass,Candidates
106.2743971,0,0,0,1050483.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.2816736,0
106.3087351,0,0,1115403.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.3160115,0
106.3216583,0,0,0,0,0,1026587.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.3289348,0
106.3696573,0,0,0,0,0,0,0,0,0,0,1027620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.3769337,0
106.3749533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099936.5,0,0,0,0,0,0,0,0,0,0,,None,107.3822298,0
106.3951636,0,0,0,0,0,0,0,0,0,0,0,0,0,1040338.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.4024401,0
106.4650791,0,1137417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.4723556,0
106.5736904,0,0,0,0,0,0,0,0,0,0,0,1029459.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.5809668,0
106.5781128,0,0,0,0,0,0,0,0,0,1053678.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.5853893,0
106.6401236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050274.8,0,0,0,0,0,0,0,0,0,,None,107.6474001,0
106.6752003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1106185,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.6824768,0
106.6842242,0,0,0,0,0,0,0,0,0,0,0,0,0,1059880.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.6915007,0
106.6893048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035416.9,0,0,0,0,0,0,0,0,0,0,0,,None,107.6965813,0
106.6979771,0,0,0,0,1185746.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.7052536,0
106.699475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033722.1,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.7067514,0
106.7298453,0,0,1027515.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.7371218,0
106.8969226,0,0,0,0,0,0,0,1390116.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.9041991,0
106.9636228,1056226.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.9708993,0
106.9729617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091553.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,107.9802381,0
107.0003904,0,0,0,0,0,1094160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.0076669,0
107.0101274,0,0,0,0,0,1026521.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.0174038,0
107.0539194,0,0,0,0,0,0,0,0,0,0,1035837.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.0611959,0
107.1014029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1069396.4,0,0,0,0,0,0,0,0,0,0,,None,108.1086793,0
107.1251589,0,0,0,0,0,0,1141035.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.1324353,0
107.1482538,0,0,0,0,0,0,1072030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.1555302,0
107.1733189,0,0,0,0,0,0,0,0,0,0,0,0,0,1027803.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.1805953,0
107.2402493,0,0,0,0,0,0,1157996.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.2475258,0
107.2519835,0,0,0,0,1052599.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.25926,0
107.2827448,0,0,0,0,0,0,0,0,1063712.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.2900213,0
107.3043847,0,0,0,0,0,0,0,1058798.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.3116611,0
107.3266002,0,0,0,0,0,0,0,0,0,0,0,0,1051867.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.3338766,0
107.3434991,0,0,0,0,0,0,0,0,0,0,0,0,0,1056859.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.3507755,0
107.4105294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1035751.9,0,0,0,0,0,0,0,0,0,0,0,,None,108.4178058,0
107.4376083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1112997.3,0,0,0,0,0,0,0,0,0,0,0,,None,108.4448847,0
107.4610777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.4683541,0
107.4756401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026126.1,0,0,0,0,0,0,0,0,0,0,0,,None,108.4829165,0
107.4919579,0,0,0,0,0,0,0,0,1119027.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.4992344,0
107.5605638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199319.8,0,0,0,0,0,0,0,0,0,,None,108.5678402,0
107.5895708,0,0,0,0,0,0,1038864.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.5968472,0
107.6333238,0,0,0,0,0,0,0,0,0,0,0,0,1202084.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.6406002,0
107.642667,0,0,0,0,0,0,0,1044329.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.6499435,0
107.6753336,0,0,0,0,1124780.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.68261,0
107.6901905,0,0,0,0,0,1074141.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.6974669,0
107.7510672,0,0,0,0,0,1143072.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.7583437,0
107.7767251,0,0,0,0,0,1068734.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.7840016,0
107.8149255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235491.9,0,0,0,0,0,0,0,0,0,0,0,,None,108.8222019,0
107.8523624,0,0,0,0,0,0,0,0,0,0,0,1108966.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.8596388,0
107.8652777,0,0,0,0,0,1103955.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.8725542,0
107.9177094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037212,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.9249859,0
107.9678825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1081191.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,108.975159,0
108.013142,0,0,0,0,0,0,0,0,0,0,0,0,1039683.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.0204185,0
108.0331698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028023.7,0,0,0,0,0,0,0,0,0,,None,109.0404463,0
108.0683449,0,0,0,0,0,0,0,0,0,1072772.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.0756214,0
108.0897182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118971.6,0,0,0,0,0,0,0,0,0,0,0,,None,109.0969946,0
108.1083885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1062592.8,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.1156649,0
108.1269783,0,0,0,1256824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.1342548,0
108.1425099,0,0,0,0,0,0,0,0,0,0,1131055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.1497864,0
108.1641488,0,0,0,0,0,0,0,0,0,0,1119971.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.1714253,0
108.1919808,0,0,0,0,0,0,0,0,0,0,0,1057104.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.1992572,0
108.2133508,0,0,0,0,0,0,0,0,1080499.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.2206272,0
108.2484615,0,0,0,0,0,0,0,0,0,0,0,1045013.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.255738,0
108.268206,0,0,0,0,0,0,0,1029102.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.2754825,0
108.3011457,0,0,0,0,0,0,0,0,0,0,0,0,1050497.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.3084221,0
108.3119677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042237.2,0,0,0,0,0,0,0,0,0,,None,109.3192441,0
108.329129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146424.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.3364055,0
108.3469619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110826.5,0,0,0,0,0,0,0,0,0,0,,None,109.3542384,0
108.3912082,0,0,0,0,0,0,1040818.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.3984846,0
108.3948439,0,0,0,0,0,0,0,0,0,0,1775488.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.4021203,0
108.3984018,0,0,0,0,0,0,0,0,0,0,1400388,0,0,0,1053276.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.4056782,0
108.4415186,0,0,0,0,0,0,0,0,0,0,0,1189909.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.4487951,0
108.4460899,0,1027251.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.4533663,0
108.549083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041206.7,0,0,0,0,0,0,0,0,0,0,0,,None,109.5563594,0
108.5633526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1047982.4,0,0,0,0,0,0,0,0,0,,None,109.5706291,0
108.600457,0,0,0,1029019.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.6077335,0
108.6030652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1118591.3,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.6103416,0
108.6141695,0,0,0,0,0,1039654.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.621446,0
108.6949465,0,0,0,0,0,0,0,0,0,0,0,0,0,1138607.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.702223,0
108.695355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070950.8,0,0,0,0,0,0,0,0,0,,None,109.7026315,0
108.7006399,0,0,0,0,0,0,0,1065845.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7079164,0
108.7183489,0,0,0,0,0,0,0,0,0,1038891.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7256253,0
108.727746,0,0,0,0,0,1035185.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7350225,0
108.7293025,0,0,0,0,0,0,0,0,0,0,1163658.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7365789,0
108.7330252,0,0,0,0,0,0,0,0,0,0,0,1035196.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7403017,0
108.7643534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049185.8,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7716299,0
108.7697283,0,0,0,0,0,0,0,0,0,0,1061830.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7770047,0
108.7802757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059591.9,0,0,0,0,0,0,0,0,0,,None,109.7875521,0
108.7818154,0,0,0,0,1084043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7890918,0
108.7907831,0,0,0,0,0,0,0,0,0,0,0,0,0,1076050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.7980595,0
108.8051221,0,0,0,0,0,0,0,0,0,0,1099376.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8123986,0
108.8067888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027929.4,0,0,0,0,0,0,0,0,0,0,,None,109.8140652,0
108.8071661,0,0,0,0,0,0,0,0,0,0,1042424.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8144426,0
108.8118522,0,0,0,0,1267137.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8191287,0
108.8382892,0,0,0,0,0,0,0,0,0,0,0,0,1062767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8455656,0
108.840696,0,0,0,0,0,0,0,0,0,0,1046640.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8479725,0
108.8416171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1048185.2,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8488935,0
108.8437881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045041.1,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8510645,0
108.8633105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1113630.5,0,0,0,0,0,0,0,0,0,0,0,,None,109.8705869,0
108.8656059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153264.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8728824,0
108.8807238,0,0,0,0,0,0,0,0,0,0,1052818.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8880003,0
108.8831431,0,0,1064597.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8904196,0
108.8846463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036271.8,0,0,0,0,0,0,0,0,0,,None,109.8919227,0
108.8861317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050371.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.8934081,0
108.8896632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036321.5,0,0,0,0,0,0,0,0,0,,None,109.8969397,0
108.9006296,0,0,0,1039458.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.907906,0
108.9021603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1108149.1,0,0,0,0,0,0,0,0,0,0,,None,109.9094367,0
108.9043065,0,0,0,0,0,0,0,0,0,0,0,0,0,1102659.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.911583,0
108.9164671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088442,0,0,0,0,0,0,0,0,0,,None,109.9237436,0
108.9220087,1039899.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.9292851,0
108.9525095,0,0,0,0,0,0,0,0,0,0,1079704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.959786,0
108.953085,1102173.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1061648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.9603614,0
108.9562211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051777.1,0,0,0,0,0,0,0,0,0,0,0,,None,109.9634975,0
108.9617452,0,0,0,0,0,0,0,0,0,0,0,1068167.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.9690216,0
108.9632566,0,0,0,0,0,0,1065659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,109.970533,0
108.9987568,0,0,0,0,0,1026135.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0060333,0
109.0058794,0,0,0,0,0,0,0,0,0,0,0,0,1096655.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0131559,0
109.0235492,0,0,0,0,0,0,0,0,0,0,1113334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0308257,0
109.025456,0,0,0,1098560.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0327324,1
109.0284554,0,0,0,0,0,0,0,0,0,1074872.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0357319,0
109.0296401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051506.5,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0369166,0
109.0699931,0,0,0,0,0,0,1031405.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0772696,0
109.0734589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029799.9,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.0807354,0
109.098041,0,0,0,0,0,0,0,1030152.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.1053175,0
109.1685995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041270.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.1758759,0
109.1890016,1036833.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.196278,0
109.1920061,0,0,0,0,0,0,0,0,0,0,0,0,0,1078887.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.1992826,0
109.1948355,0,0,0,0,0,0,1121990.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.202112,0
109.2736522,1026030.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.2809287,0
109.280427,0,0,0,0,1283395.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.2877035,0
109.2992671,0,0,0,0,0,0,0,0,0,1027108.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.3065436,0
109.3055095,0,0,0,0,0,1102346.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.312786,0
109.3118713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168482.4,0,0,0,0,0,0,0,0,0,0,,None,110.3191478,0
109.3202842,0,0,1102713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.3275607,0
109.3394538,0,0,0,0,0,0,0,1056267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.3467303,0
109.3544258,0,0,0,0,0,0,0,0,1100632.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.3617023,0
109.4174985,0,0,0,0,0,0,1084842.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.424775,0
109.4876875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034873.1,0,0,0,0,0,0,0,0,0,0,0,,None,110.494964,0
109.5326899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1172405.4,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.5399663,0
109.5711724,0,0,0,1040534.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.5784488,0
109.591308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1107111.4,0,0,0,0,0,0,0,0,0,0,0,,None,110.5985845,0
109.6589209,0,0,0,0,0,0,0,0,0,0,0,0,0,1124117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.6661973,0
109.6702975,0,0,0,0,0,0,0,0,0,0,1024911.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.677574,0
109.6719454,0,0,0,0,0,0,1198628.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,None,110.6792218,0
